when,Placemark_Id
"2012-10-05T13:50:00-07:00",552
"2012-10-05T13:20:00-07:00",553
"2012-10-05T13:14:00-07:00",554
"2012-10-05T13:00:00-07:00",555
"2012-10-05T13:00:00-07:00",556
"2012-10-05T12:58:00-07:00",557
"2012-10-05T12:54:00-07:00",558
"2012-10-05T12:41:00-07:00",559
"2012-10-05T12:36:00-07:00",560
"2012-10-05T12:30:00-07:00",561
"2012-10-05T12:15:00-07:00",562
"2012-10-05T12:00:00-07:00",563
"2012-10-05T11:30:00-07:00",564
"2012-10-05T10:45:00-07:00",565
"2012-10-05T10:30:00-07:00",566
"2012-10-05T10:00:00-07:00",567
"2012-10-05T09:45:00-07:00",568
"2012-10-05T09:20:00-07:00",569
"2012-10-05T09:17:00-07:00",570
"2012-10-05T08:50:00-07:00",571
"2012-10-05T08:50:00-07:00",572
"2012-10-05T08:15:00-07:00",573
"2012-10-05T08:00:00-07:00",574
"2012-10-05T07:50:00-07:00",575
"2012-10-05T07:20:00-07:00",576
"2012-10-05T07:20:00-07:00",577
"2012-10-05T07:20:00-07:00",578
"2012-10-05T05:00:00-07:00",579
"2012-10-05T05:00:00-07:00",580
"2012-10-05T04:10:00-07:00",581
"2012-10-05T03:30:00-07:00",582
"2012-10-05T03:30:00-07:00",583
"2012-10-05T02:05:00-07:00",584
"2012-10-05T01:35:00-07:00",585
"2012-10-05T01:30:00-07:00",586
"2012-10-05T01:00:00-07:00",587
"2012-10-05T00:20:00-07:00",588
"2012-10-05T00:10:00-07:00",589
"2012-10-05T00:03:00-07:00",590
"2012-10-05T00:01:00-07:00",591
"2012-10-05T00:01:00-07:00",592
"2012-10-04T23:40:00-07:00",593
"2012-10-04T23:30:00-07:00",594
"2012-10-04T23:20:00-07:00",595
"2012-10-04T23:00:00-07:00",596
"2012-10-04T23:00:00-07:00",597
"2012-10-04T22:30:00-07:00",598
"2012-10-04T22:03:00-07:00",599
"2012-10-04T22:00:00-07:00",600
"2012-10-04T22:00:00-07:00",601
"2012-10-04T22:00:00-07:00",602
"2012-10-04T21:30:00-07:00",603
"2012-10-04T21:15:00-07:00",604
"2012-10-04T21:05:00-07:00",605
"2012-10-04T21:00:00-07:00",606
"2012-10-04T21:00:00-07:00",607
"2012-10-04T21:00:00-07:00",608
"2012-10-04T21:00:00-07:00",609
"2012-10-04T20:35:00-07:00",610
"2012-10-04T20:30:00-07:00",611
"2012-10-04T20:20:00-07:00",612
"2012-10-04T20:05:00-07:00",613
"2012-10-04T20:05:00-07:00",614
"2012-10-04T20:00:00-07:00",615
"2012-10-04T20:00:00-07:00",616
"2012-10-04T20:00:00-07:00",617
"2012-10-04T19:58:00-07:00",618
"2012-10-04T19:30:00-07:00",619
"2012-10-04T19:05:00-07:00",620
"2012-10-04T19:00:00-07:00",621
"2012-10-04T18:24:00-07:00",622
"2012-10-04T18:00:00-07:00",623
"2012-10-04T18:00:00-07:00",624
"2012-10-04T18:00:00-07:00",625
"2012-10-04T17:30:00-07:00",626
"2012-10-04T17:30:00-07:00",627
"2012-10-04T17:30:00-07:00",628
"2012-10-04T17:15:00-07:00",629
"2012-10-04T17:00:00-07:00",630
"2012-10-04T16:55:00-07:00",631
"2012-10-04T16:30:00-07:00",632
"2012-10-04T16:30:00-07:00",633
